id_no,title,organization,skills,ratings,review_counts,metadata
144,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,"case law,compliance,economics,environment resource management,environmental issue,environmental law,environmental policy,environmental regulation,law,pollution prevention,regulation,risk control,water resource",0,0,Mixed ? Course ? 1 - 3 Months
145,Generative AI for Digital Marketing,IBM,"advertising campaign,ai personalization,artificial intelligence,chatgpt,content writing,digital advertising,email marketing,generative ai,ibm cloud,keyword research,large language modeling,marketing,marketing analytics,marketing automation,openai,prompt engineering,search engine optimization,social medium marketing",0,0,Beginner ? Specialization ? 1 - 3 Months
146,Generative AI for Educators,IBM,"ai personalization,artificial intelligence,chatgpt,content writing,data ethic,data security,diversity awareness,education software technology,emerging technology,ethical standard conduct,generative ai,ibm cloud,image analysis,information privacy,large language modeling,openai,program development,prompt engineering,virtual environment",0,0,Beginner ? Specialization ? 1 - 3 Months
147,Generative AI for Data Engineers,IBM,"artificial intelligence,chatgpt,data architecture,data ethic,data infrastructure,data mining,data pipeline,data synthesis,data warehouse,database design,extract,generative ai,ibm cloud,large language modeling,load,openai,program development,prompt engineering,query language,snowflake schema,star schema,transform",0,0,Intermediate ? Specialization ? 1 - 3 Months
148,IBM IT Support,IBM,"cloud application,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,computing platform,customer support,cyber attack,cybersecurity,desktop support,hardware troubleshooting,information technology,network protocol,peripheral device,professional networking,sdlc,service management,technical support,technical support service",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
149,Generative AI for Product Owners,IBM,"artificial intelligence,chatgpt,content writing,generative ai,ibm cloud,image analysis,large language modeling,market intelligence,openai,product management,product requirement,program development,prompt engineering,stakeholder engagement,strategic thinking,virtual environment",0,0,Intermediate ? Specialization ? 1 - 3 Months
150,Generative AI for Customer Support,IBM,"artificial intelligence,automation,business ethic,chatgpt,content writing,customer experience improvement,customer insight,customer support,generative ai,ibm cloud,image analysis,large language modeling,openai,personalized service,program development,prompt engineering,standard operating procedure,virtual environment,workflow management",0,0,Intermediate ? Specialization ? 1 - 3 Months
151,Introduction to FPGA Design for Embedded Systems,University of Colorado Boulder,"application specific integrated circuit,design software,digital design,electrical computer engineering,electronic system,embedded system,fieldprogrammable gate array fpga,hardware architecture,hardware design,prototyping,schematic diagram,semiconductor,simulation simulation software,system design implementation,technical design,verification validation",0,0,Intermediate ? Course ? 1 - 4 Weeks
152,Generative AI for Program Managers,IBM,"artificial intelligence,business ethic,business risk management,chatgpt,generative ai,generative ai agent,ibm cloud,large language modeling,openai,organizational strategy,program development,program management,project management,project management institute pmi methodology,project management life cycle,prompt engineering,risk management,stakeholder communication,stakeholder management,strategic decisionmaking",0,0,Intermediate ? Specialization ? 1 - 3 Months
153,Microsoft AI & ML Engineering,Microsoft,"application deployment,applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,cloud infrastructure,data ethic,data management,data processing,deep learning,generative ai,generative ai agent,infrastructure architecture,large language modeling,microsoft azure,mlops machine learning operation,nlp,prompt engineering,reinforcement learning,supervised learning,unsupervised learning",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
154,Information Technology (IT) and Cloud Fundamentals,IBM,"cloud application,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,computer hardware,computing platform,cyber attack,cybersecurity,database,database management,general networking,information technology,network protocol,peripheral device,sdlc,security awareness,technical support",0,0,Beginner ? Specialization ? 3 - 6 Months
155,Generative AI for Human Resources (HR) Professionals,IBM,"artificial intelligence,chatgpt,content writing,data ethic,employee engagement,generative ai,hr tech,human resource,human resource management planning,human resource software,human resource strategy,ibm cloud,image analysis,large language modeling,openai,performance appraisal,program development,prompt engineering,recruitment,workforce planning",0,0,Intermediate ? Specialization ? 1 - 3 Months
156,Generative AI for Business Intelligence (BI) Analysts,IBM,"artificial intelligence,business analysis,business ethic,chatgpt,content writing,dashboard,data analysis,data presentation,data storytelling,data visualization,generative ai,ibm cloud,image analysis,infographics,interactive data visualization,large language modeling,openai,program development,prompt engineering,sql",0,0,Intermediate ? Specialization ? 1 - 3 Months
157,Information Technology (IT) and Cloud Fundamentals,IBM,"cloud application,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,computer hardware,computing platform,cyber attack,cybersecurity,database,database management,general networking,information technology,network protocol,peripheral device,sdlc,security awareness,technical support",0,0,Beginner ? Specialization ? 3 - 6 Months
158,Generative AI for Human Resources (HR) Professionals,IBM,"artificial intelligence,chatgpt,content writing,data ethic,employee engagement,generative ai,hr tech,human resource,human resource management planning,human resource software,human resource strategy,ibm cloud,image analysis,large language modeling,openai,performance appraisal,program development,prompt engineering,recruitment,workforce planning",0,0,Intermediate ? Specialization ? 1 - 3 Months
159,Global Environmental Management,Technical University of Denmark (DTU),"civil engineering,cultural responsiveness,energy utility,environment,environmental engineering,environmental management system,environmental resource management,environmental science,land management,natural resource management,public work,waste minimization,water resource",0,0,Intermediate ? Course ? 1 - 3 Months
160,Generative AI for Growth Marketing,Multiple educators,"artificial intelligence,business ethic,content writing,ibm cloud,image analysis,large language modeling,virtual environment",0,0,Beginner ? Specialization ? 1 - 3 Months
161,Generative AI for Business Analysts,IBM,"artificial intelligence,business analysis,business process automation,business requirement,business strategy,chatgpt,content writing,data analysis,datadriven decisionmaking,generative ai,ibm cloud,image analysis,large language modeling,openai,process optimization,program development,prompt engineering,requirement elicitation,stakeholder communication,workflow management",0,0,Beginner ? Specialization ? 1 - 3 Months
162,IBM Front-End Developer,IBM,"agile methodology,application development,bootstrap frontend framework,browser compatibility,cascading style sheet cs,cloudnative computing,design patterns,engineering software,frontend web development,git version control system,github,html cs,mongodb,nosql,react,react redux,sdlc,software architecture,user centered design,webpack",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
163,Applied Data Science with Python,University of Michigan,"applied machine learning,data visualization,data visualization software,feature engineering,graph theory,interactive data visualization,jupyter,matplotlib,network analysis,network model,nlp,numpy,panda python package,python,scientific visualization,scikit learn machine learning library,statistical visualization,supervised learning,text mining,visualization computer graphic",0,0,Intermediate ? Specialization ? 3 - 6 Months
164,Data Structures and Algorithms,University of California San Diego,"algorithm,bioinformatics,computational thinking,computer programming,data storage,data structure,debugging,development testing,epidemiology,graph theory,network analysis,network model,network routing,operation research,program development,programming principle,qa testing,test case,test engineering,theoretical computer science",0,0,Intermediate ? Specialization ? 3 - 6 Months
165,"Power System: Generation, Transmission and Protection",L&T EduTech,"applied mathematics,automation engineering,basic electrical system,control system,electric power system,electrical engineering,electrical equipment,electrical power,electrical safety,electrical substation,electrical system,energy utility,high voltage,low voltage,mathematical modeling,matlab,plant operation management,power electronics,process control,threephase",0,0,Intermediate ? Specialization ? 3 - 6 Months
166,"DevOps, Cloud, and Agile Foundations",IBM,"agile methodology,agile project management,agile software development,cicd,cloud computing,cloud computing architecture,cloud platform,cloud security,cloud service,cloud storage,cloudnative computing,devops,kanban principle,performance metric,scrum software development,sprint planning,sprint retrospective,test driven development tdd,user story,workflow management",0,0,Beginner ? Specialization ? 3 - 6 Months
167,IBM iOS and Android Mobile App Developer,IBM,"ai personalization,android development,android operating system,android studio,apple io,apple xcode,cascading style sheet cs,design patterns,flutter software,git version control system,github,mobile development,prompt engineering,react,react native,react redux,sdlc,software architecture,swift,user centered design",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
168,Generative AI Strategic Leader,Vanderbilt University,"agentic system,artificial intelligence,artificial intelligence machine learning aiml,automation,business analysis,business leadership,business process automation,chatgpt,datadriven decisionmaking,generative ai,generative ai agent,organizational leadership,planning,procurement,productivity,prompt engineering,strategic decisionmaking,strategic planning,talent acquisition,workflow management",0,0,Beginner ? Specialization ? 1 - 3 Months
169,Generative AI Strategic Leader,Vanderbilt University,"agentic system,artificial intelligence,artificial intelligence machine learning aiml,automation,business analysis,business leadership,business process automation,chatgpt,datadriven decisionmaking,generative ai,generative ai agent,organizational leadership,planning,procurement,productivity,prompt engineering,strategic decisionmaking,strategic planning,talent acquisition,workflow management",0,0,Beginner ? Specialization ? 1 - 3 Months
170,Generative AI Data Analyst,Vanderbilt University,"artificial intelligence,chatgpt,data analysis,data cleansing,data importexport,data integration,data presentation,data storytelling,data synthesis,data visualization,database,document management,generative ai,infographics,large language modeling,microsoft excel,productivity,prompt engineering,sql,statistical reporting",0,0,Beginner ? Specialization ? 3 - 6 Months
171,Real-World Engineering Management,Advancing Women in Tech,"api design,crossfunctional collaboration,employee coaching,employee retention,engineering management,goal setting,leadership management,management training development,microservices,program management,recruitment,software architecture,software engineering,system architecture,system design implementation,talent management,team performance management,technical communication,technical management,technical product management",0,0,Beginner ? Specialization ? 1 - 3 Months
172,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,"build tool,c programming language,commandline interface,debugging,design patterns,development environment,embedded software,embedded system,git version control system,hardware architecture,software configuration management,software development tool,version control",0,0,Intermediate ? Course ? 1 - 4 Weeks
173,ChatGPT: Master Free AI Tools to Supercharge Productivity,Vanderbilt University,"ai personalization,artificial intelligence,brainstorming,chatgpt,communication,creative thinking,expense management,generative ai,ingenuity,innovation,large language modeling,marketing,personalized service,planning,problem solving,productivity,productivity software,prompt engineering,scenario testing,travel arrangement",0,0,Beginner ? Specialization ? 3 - 6 Months
174,Generative AI Automation,Vanderbilt University,"artificial intelligence,chatgpt,computer vision,data analysis,data capture,data presentation,data synthesis,data validation,document management,generative ai,ideation,image analysis,large language modeling,microsoft excel,openai,organizational skill,productivity,prompt engineering,risk management framework,verification validation",0,0,Beginner ? Specialization ? 3 - 6 Months
175,AI Agents and Agentic AI in Python: Powered by Generative AI,Vanderbilt University,"agentic system,application development,application programming interface api,artificial intelligence,brainstorming,business logic,chatgpt,creative thinking,generative ai,generative ai agent,ingenuity,interoperability,large language modeling,openai,persona user experience,productivity,prompt engineering,prototyping,software development tool,transaction processing",0,0,Beginner ? Specialization ? 3 - 6 Months
176,Python 3 Programming,University of Michigan,"computer programming,data importexport,data manipulation,data processing,data structure,debugging,design patterns,file management,image analysis,json,jupyter,maintainability,object oriented programming oop,oop,programming principle,python,restful api,unified modeling language,unit testing,web scraping",0,0,Beginner ? Specialization ? 3 - 6 Months
177,Generative AI Assistants,Vanderbilt University,"ai personalization,artificial intelligence,brainstorming,chatgpt,creative thinking,data ethic,data validation,expense management,generative ai,ideation,ingenuity,innovation,large language modeling,personalized service,productivity,productivity software,prompt engineering,risk management framework,travel arrangement,verification validation",0,0,Beginner ? Specialization ? 1 - 3 Months
178,Generative AI and ChatGPT for K-12 Educators,Vanderbilt University,"ai personalization,artificial intelligence,brainstorming,chatgpt,creative problemsolving,creative thinking,creativity,education software technology,game design,generative ai,ingenuity,innovation,interactive design,large language modeling,problem solving,productivity,prompt engineering,resourcefulness,student engagement,technical communication",0,0,Beginner ? Specialization ? 1 - 3 Months
179,IT Fundamentals for Cybersecurity,IBM,"cloud computing,cloud security,computer security incident management,cyber attack,cyber risk,cybersecurity,data ethic,identity access management,incident response,information technology infrastructure library,linux,linux server,malware protection,network protocol,network security,networking hardware,operating system,service management,tcpip,window server",0,0,Beginner ? Specialization ? 3 - 6 Months
180,Microwave engineering and antennas,Eindhoven University of Technology,"applied mathematics,computeraided design,electrical engineering,electronic system,electronics engineering,engineering analysis,engineering design process,physic,process design,simulation simulation software,telecommunication,wireless network",0,0,Intermediate ? Course ? 1 - 3 Months
181,Generative AI and ChatGPT for K-12 Educators,Vanderbilt University,"ai personalization,artificial intelligence,brainstorming,chatgpt,creative problemsolving,creative thinking,creativity,education software technology,game design,generative ai,ingenuity,innovation,interactive design,large language modeling,problem solving,productivity,prompt engineering,resourcefulness,student engagement,technical communication",0,0,Beginner ? Specialization ? 1 - 3 Months
182,Generative AI Cybersecurity & Privacy for Leaders,Vanderbilt University,"ai personalization,artificial intelligence,business ethic,chatgpt,creative thinking,crisis management,crossfunctional collaboration,cyber security strategy,cybersecurity,expense management,generative ai,incident response,information privacy,large language modeling,personalized service,personally identifiable information,productivity,prompt engineering,threat detection,threat modeling",0,0,Beginner ? Specialization ? 3 - 6 Months
183,IBM Java Developer,IBM,"cascading style sheet cs,cloudnative computing,containerization,database design,database management,design patterns,docker software,engineering software,git version control system,github,hibernate java,java,large language modeling,microservices,object oriented programming oop,prompt engineering,restful api,sdlc,software architecture,version control",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
184,Introduction to Chemistry:  Reactions and Ratios,Duke University,"chemistry,engineering calculation,general science research,laboratory research,physic,scientific method,system measurement",0,0,Beginner ? Course ? 1 - 3 Months
185, System Administration and IT Infrastructure Services,Google,"active directory,cloud computing,cloud infrastructure,cloud service,data storage technology,disaster recovery,infrastructure,lightweight directory access protocol,network administration,server,system administration,system configuration,user account,virtualization",0,0,Beginner ? Course ? 1 - 3 Months
186,Chemical Engineering Thermodynamics 1,Korea Advanced Institute of Science and Technology(KAIST),"chemical engineering,chemistry,energy utility,engineering,environmental issue,mathematical modeling,mechanical engineering,physic,physical science,process analysis,process engineering",0,0,Beginner ? Course ? 1 - 3 Months
187,ChatGPT + Excel: AI-Enhanced Data Analysis & Insight,Vanderbilt University,"artificial intelligence,chatgpt,data analysis,data cleansing,data importexport,data presentation,data storytelling,data synthesis,data visualization,excel formula,excel macro,generative ai,infographics,interactive data visualization,large language modeling,microsoft excel,productivity,prompt engineering,spreadsheet software,statistical reporting",0,0,Beginner ? Specialization ? 1 - 3 Months
188,AI Engineering,Scrimba,"api gateway,application deployment,application programming interface api,artificial intelligence,chatgpt,cloud application,cloud hosting,cloud security,data ethic,development environment,generative ai,generative ai agent,image analysis,javascript framework,open source technology,openai,performance testing,prompt engineering,software engineering,user interface ui",0,0,Intermediate ? Specialization ? 3 - 6 Months
189,Meta Back-End Developer,Meta,"backend web development,bootstrap frontend framework,cloud hosting,computer programming,data structure,database design,database management system,django web framework,frontend web development,fullstack web development,git version control system,github,object oriented programming oop,python,relational database,restful api,sql,unix command,version control,web design development",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
190,Generative AI SQL Database Specialist with ChatGPT,Vanderbilt University,"artificial intelligence,automation,chatgpt,dashboard,data analysis,data migration,data storytelling,data visualization,database architecture administration,database design,database management,debugging,gap analysis,generative ai,large language modeling,productivity,prompt engineering,software documentation,sql,technical design",0,0,Intermediate ? Specialization ? 1 - 3 Months
191,ChatGPT + Zapier: AI-Powered Email Mastery,Vanderbilt University,"artificial intelligence,automation,brainstorming,business process automation,calendar management,chatgpt,creative thinking,data integration,email marketing,generative ai,gmail,google sheet,google workspace,hubspot crm,ingenuity,large language modeling,organizational skill,productivity,prompt engineering,workflow management",0,0,Beginner ? Specialization ? 1 - 3 Months
192,Cloud Application Development Foundations,IBM,"agile methodology,cloud application,cloud computing architecture,cloud security,cloud service,cloudnative computing,devops,frontend web development,html cs,hypertext markup language html,javascript framework,mongodb,node,nosql,python,react,react redux,restful api,server side,web development",0,0,Beginner ? Specialization ? 3 - 6 Months
193,Generative AI HR Professional,Vanderbilt University,"artificial intelligence,chatgpt,communication,communication planning,employee performance management,generative ai,human development,human resource,interviewing skill,large language modeling,management training development,new hire orientation,performance review,policy analysis,policy development,productivity,professional development,prompt engineering,recruitment,talent recruitment",0,0,Beginner ? Specialization ? 1 - 3 Months
194,AI Agents in Java with Generative AI,Vanderbilt University,"agentic system,application development,artificial intelligence,brainstorming,business logic,chatgpt,collaborative software,creative thinking,generative ai,generative ai agent,ingenuity,java,large language modeling,openai,persona development,problem solving,productivity,prompt engineering,secure coding,software design document",0,0,Beginner ? Specialization ? 3 - 6 Months
195,Supply Chain Management,Rutgers the State University of New Jersey,"customer demand planning,demand planning,forecasting,inventory management system,inventory warehousing,lean manufacturing,lean six sigma,logistics,operation management,process improvement,procurement,production process,purchasing,strategic sourcing,supplier management,supplier relationship management,supply chain,supply chain planning,supply management,warehouse management",0,0,Beginner ? Specialization ? 3 - 6 Months
196,Introduction to Genetics and Evolution,Duke University,"biology,biostatistics,environment,experimentation,laboratory research,life science,mathematical modeling,molecular biology,scientific method,taxonomy",0,0,Mixed ? Course ? 1 - 3 Months
197,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"application deployment,application development,cloud computing,cloud infrastructure,cloud service,cloud storage,containerization,generative ai,google cloud platform,identity access management,kubernetes,network infrastructure,nosql,prompt engineering,scalability,virtual machine",0,0,Beginner ? Course ? 1 - 3 Months
198,AI Foundations: Prompt Engineering with ChatGPT,Arizona State University,"chatgpt,creativity,data ethic,generative ai,ideation,large language modeling,prompt engineering,research",0,0,Beginner ? Course ? 1 - 3 Months
199,Introduction to Artificial Intelligence (AI),IBM,"business analysis,business ethic,chatgpt,computer science,content writing,data governance,generative ai,nlp,risk mitigation,robotic process automation",0,0,Beginner ? Course ? 1 - 4 Weeks
200,Petroleum Engineering with AI Applications,L&T EduTech,"accident prevention,applied machine learning,artificial intelligence machine learning aiml,big data,chemical engineering,data processing,electric power system,energy utility,environment resource management,environmental engineering,environmental regulation,failure mode effect analysis,fire life safety,manufacturing production,plant operation management,process control,process engineering,risk analysis,safety assurance,waste minimization",0,0,Advanced ? Specialization ? 3 - 6 Months
201,IBM Data Architecture,IBM,"apache airflow,apache hadoop,apache kafka,apache spark,bash scripting language,data architecture,data governance,data migration,data pipeline,data security,data store,data warehouse,database administration,database design,database management,extract,linux command,load,nosql,sql,transform",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
202,IBM Product Owner,IBM,"agile methodology,agile product development,agile project management,agile software development,backlog,chatgpt,computer hardware,generative ai,information technology,kanban principle,market intelligence,product management,product roadmaps,product strategy,sprint planning,sprint retrospective,stakeholder communication,stakeholder management,user story,virtual team",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
203,Master Microsoft Office 365 and Power Platform,Microsoft,"dashboard,data analysis,data analysis expression dax,data integration,data visualization,excel formula,microsoft 365,microsoft copilot,microsoft excel,microsoft outlook,microsoft power automateflow,microsoft power platform,microsoft powerpoint,microsoft word,multimedia,powerbi,presentation,productivity software,prompt engineering,spreadsheet software",0,0,Beginner ? Specialization ? 3 - 6 Months
204,IBM Applied DevOps Engineering,IBM,"agile methodology,agile software development,application deployment,behaviordriven development,cicd,cloud application,code coverage,containerization,devops,gherkin scripting language,grafana,istio,jenkins,kubernetes,open web application security project owasp,openshift,secure coding,system monitoring,test driven development tdd",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
205,Digital Systems: From Logic Gates to Processors,Universitat Aut?oma de Barcelona,"application specific integrated circuit,computer architecture,computer hardware,digital design,embedded system,hardware architecture,simulation,system design implementation,technical design",0,0,Intermediate ? Course ? 1 - 3 Months
206,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,"data manipulation,data visualization,financial analysis,financial data,financial trading,jupyter,panda python package,probability statistic,python,regression analysis,risk analysis,statistical analysis,statistical inference,statistical method",0,0,Intermediate ? Course ? 1 - 4 Weeks
207,Mathematics for Machine Learning,Imperial College London,"advanced mathematics,algorithm,applied mathematics,artificial neural network,calculus,data science,derivative,dimensionality reduction,feature engineering,jupyter,linear algebra,machine learning,machine learning algorithm,numpy,probability statistic,python,regression analysis,statistic,statistical analysis",0,0,Beginner ? Specialization ? 3 - 6 Months
208,Search Engine Optimization (SEO),"University of California, Davis","client service,competitive analysis,consumer behaviour,content marketing,content strategy,content writing,expectation management,forecasting,google analytics,keyword research,marketing,peer review,presentation,search engine optimization,social medium,social medium marketing,social medium strategy,target audience,user research,web analytics seo",0,0,Beginner ? Specialization ? 3 - 6 Months
209,Generative AI with Large Language Models,DeepLearning.AI,"application deployment,applied machine learning,artificial intelligence machine learning aiml,chatgpt,deep learning,generative ai,large language modeling,machine learning,nlp,openai,performance metric,performance tuning,prompt engineering,python,pytorch machine learning library,reinforcement learning,scalability,tensorflow",0,0,Intermediate ? Course ? 1 - 4 Weeks
210,BIM Application for Engineers,National Taiwan University,"3d modeling,autodesk,autodesk revit,building information modeling,construction estimating,construction management,data integration,simulation simulation software",0,0,Intermediate ? Course ? 1 - 3 Months
211,Object Oriented Programming in Java,Multiple educators,"algorithm,computer programming,cryptography,data analysis,data structure,debugging,design patterns,development testing,encryption,eventdriven programming,interactive data visualization,java,object oriented programming oop,performance tuning,problem solving,qa testing,software engineering,unit testing,user interface ui",0,0,Beginner ? Specialization ? 3 - 6 Months
212,Introduction to Process Safety and Risk Analysis,"University of California, Davis","accident prevention,chemical engineering,failure analysis,process analysis,process engineering,reliability,risk analysis,risk management,safety assurance",0,0,Intermediate ? Course ? 1 - 4 Weeks
213,MATLAB Programming for Engineers and Scientists,Vanderbilt University,"algorithm,applied machine learning,computer programming,data analysis,data processing,data visualization,data visualization software,design patterns,engineering analysis,engineering calculation,image analysis,machine learning method,mathematical software,matlab,object oriented programming oop,programming principle,scripting,statistical method,ui component,user interface ui",0,0,Beginner ? Specialization ? 3 - 6 Months
214,Google AI Essentials,Google,"analytical skills,artificial intelligence machine learning aiml,business solution,critical thinking,data analysis,data quality,data security,digital transformation,emerging technology,generative ai,innovation,large language modeling,machine learning software,operational efficiency,process optimization,productivity software,prompt engineering,technical writing,workforce development",0,0,Beginner ? Specialization ? 1 - 3 Months
215,Sensors and Sensor Circuit Design,University of Colorado Boulder,"debugging,development environment,electrical wiring,electronic component,electronic system,electronics,embedded software,embedded system,hardware design,schematic diagram,thermal management",0,0,Advanced ? Course ? 1 - 3 Months
216,Attract and Engage Customers with Digital Marketing,Google,"advertising campaign,customer acquisition management,digital advertising,google ad,google analytics,keyword research,lead generation,marketing,online advertising,pay per click advertising,persona development,search engine marketing,search engine optimization,target audience,web analytics seo",0,0,Beginner ? Course ? 1 - 4 Weeks
217,Capstone: Applying Project Management in the Real World,Google,"communication strategy,generative ai agent,interviewing skill,milestone project management,problem solving,project documentation,project management,project scoping,quality management,requirement analysis,sprint retrospective,stakeholder management",0,0,Beginner ? Course ? 1 - 4 Weeks
218,Introduction to Modern Data Engineering with Snowflake,Snowflake,"automation,commandline interface,data analysis,data engineering,data importexport,data integration,data pipeline,data presentation,data sharing,data transformation,data warehouse,extract,load,sql,stored procedure,transform",0,0,Intermediate ? Course ? 1 - 3 Months
219,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"ajax,bootstrap frontend framework,browser compatibility,cascading style sheet cs,cross platform development,eventdriven programming,frontend web development,html cs,hypertext markup language html,javascript,json,object oriented programming oop,responsive web design,scripting,usability,user interface user experience uiux design,web application,web design,web design development,web development",0,0,Beginner ? Specialization ? 1 - 3 Months
220,ChatGPT Prompt Engineering for Developers,DeepLearning.AI,"application development,application programming interface api,chatgpt,generative ai,jupyter,large language modeling,openai,prompt engineering",0,0,Beginner ? Project ? Less Than 2 Hours
221,Semiconductor Devices,University of Colorado Boulder,"applied mathematics,electrical engineering,electronic component,electronic system,electronics,electronics engineering,physic,power electronics,semiconductor",0,0,Advanced ? Specialization ? 1 - 3 Months
222,Ethics in Engineering,University of Michigan,"business ethic,chemical biomedical engineering,civil engineering,electrical computer engineering,engineering,engineering design process,engineering practice,ethical standard conduct,failure analysis,safety assurance,software engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
223,"C, Go, and C++: A Comprehensive Introduction to Programming","University of California, Santa Cruz","algorithm,c programming language,commandline interface,computational thinking,computer programming,computer science,data structure,debugging,file management,go programming language,graph theory,integrated development environment,object oriented programming oop,oop,program development,programming principle,qa testing,software design pattern,unit testing",0,0,Intermediate ? Specialization ? 3 - 6 Months
224,Data Analysis with Python,IBM,"data analysis,data cleansing,data importexport,data manipulation,data pipeline,data visualization,data wrangling,datadriven decisionmaking,descriptive statistic,exploratory data analysis,feature engineering,matplotlib,numpy,panda python package,predictive modeling,python,regression analysis,scikit learn machine learning library,statistical analysis,supervised learning",0,0,Intermediate ? Course ? 1 - 3 Months
225,Natural Language Processing,DeepLearning.AI,"algorithm,artificial intelligence,artificial intelligence machine learning aiml,artificial neural network,data cleansing,data processing,deep learning,dimensionality reduction,feature engineering,kera neural network library,machine learning algorithm,machine learning method,markov model,nlp,probability statistic,pytorch machine learning library,supervised learning,tensorflow,text mining",0,0,Intermediate ? Specialization ? 3 - 6 Months
226,Interfacing with the Raspberry Pi,"University of California, Irvine","application programming interface api,computer hardware,control system,digital communication,electronic system,electronics,embedded system,hardware design,internet thing,networking hardware,python,server,tcpip,usb",0,0,Mixed ? Course ? 1 - 4 Weeks
227,Machine Learning with Python,IBM,"applied machine learning,classification regression tree cart,dimensionality reduction,feature engineering,machine learning,machine learning algorithm,predictive modeling,python,regression analysis,scikit learn machine learning library,statistical analysis,supervised learning,unsupervised learning",0,0,Intermediate ? Course ? 1 - 3 Months
228,Design Basics of RCC Buildings,L&T EduTech,"architectural drawing,building code,building design,civil engineering,construction,engineering calculation,engineering documentation,engineering drawing,engineering practice,structural analysis,structural engineering,vibration",0,0,Intermediate ? Course ? 1 - 4 Weeks
229,Design Basics of RCC Buildings,L&T EduTech,"architectural drawing,building code,building design,civil engineering,construction,engineering calculation,engineering documentation,engineering drawing,engineering practice,structural analysis,structural engineering,vibration",0,0,Intermediate ? Course ? 1 - 4 Weeks
230,Introduction to Medical Software,Yale University,"clinical trial,design patterns,entrepreneurship,health care procedure regulation,health technology,healthcare industry knowledge,human computer interaction,medical management,medical privacy,qa testing,regulatory compliance,risk management,sdlc,software development,software quality assurance,system development,usability,user interface ui,user research,verification validation",0,0,Intermediate ? Course ? 3 - 6 Months
231,IBM Product Manager,IBM,"agile methodology,agile product development,agile project management,agile software development,innovation,kanban principle,leadership,new product development,product development,product lifecycle management,product management,product planning,product roadmaps,product strategy,product testing,project management life cycle,sprint retrospective,stakeholder engagement,usability testing,user story",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
232,AI in Healthcare,Stanford University,"applied machine learning,artificial intelligence,clinical data management,clinical research,data ethic,data mining,electronic medical record,feature engineering,health care,health informatics,health system,health technology,healthcare ethic,healthcare industry knowledge,machine learning,medical record,patient evaluation,pharmaceutical,statistical machine learning,unstructured data",0,0,Beginner ? Specialization ? 3 - 6 Months
233,Amazon Junior Software Developer,Amazon,"application development,database management,digital transformation,fullstack web development,generative ai,git version control system,java,junit,object oriented programming oop,oop,requirement analysis,restful api,sdlc,software development,software development methodology,sql,system development,test driven development tdd,version control",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
234,IBM Systems Analyst,IBM,"agile methodology,business analysis,business process modeling,business requirement,business system analysis,computer hardware,data modeling,data storytelling,data visualization,database management,information technology,process analysis,process optimization,requirement management,stakeholder engagement,stakeholder management,system analysis,system design,test planning,user acceptance testing uat",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
235,Prompt Engineering Generative AI for Marketing & Advertising,Coursera Project Network,"ab testing,advertising,chatgpt,content writing,customer insight,generative ai,marketing,marketing analytics,marketing design,openai,prompt engineering,social medium content",0,0,Beginner ? Guided Project ? Less Than 2 Hours
236,"Ethics, Technology and Engineering ",Eindhoven University of Technology,"business ethic,compliance,engineering design process,engineering practice,ethical standard conduct,law,regulation,research,risk management framework,value engineering",0,0,Beginner ? Course ? 1 - 3 Months
237,VLSI CAD Part I: Logic,University of Illinois Urbana-Champaign,"algorithm,application specific integrated circuit,computational logic,computer architecture,computer engineering,data structure,digital design,graph theory,mathematical software,programming principle,software development tool,theoretical computer science,verification validation",0,0,Intermediate ? Course ? 1 - 3 Months
238,Biomedical Visualisation,University of Glasgow,"3d modeling,anatomy,animation,augmented reality,augmented virtual reality arvr,biology,image analysis,medical imaging,medical terminology,virtual reality",0,0,Intermediate ? Course ? 1 - 4 Weeks
239,Developing Industrial Internet of Things,University of Colorado Boulder,"cybersecurity,data analysis,data processing,debugging,embedded software,embedded system,engineering documentation,failure analysis,general networking,infrastructure security,internet thing,machine learning algorithm,product development,product planning,product requirement,project management,realtime operating system,simulation,technical communication,wireless network",0,0,Intermediate ? Specialization ? 3 - 6 Months
