id_no,title,organization,skills,ratings,review_counts,metadata
115,Neural Networks and Deep Learning,DeepLearning.AI," Deep Learning, Artificial Neural Networks, Supervised Learning, Artificial Intelligence, Computer Vision, Machine Learning, Python Programming, Performance Tuning",0,0,Intermediate ? Course ? 1 - 4 Weeks
116,IBM AI Product Manager,IBM," Prompt Engineering, Generative AI, New Product Development, Product Management, Product Lifecycle Management, Product Development, Innovation, Product Roadmaps, ChatGPT, Product Planning, Commercialization, Artificial Intelligence, Product Strategy, Project Management Life Cycle, OpenAI, Stakeholder Engagement, Stakeholder Management, Competitive Analysis, Product Testing, Business Development",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
117,"Holistic Web Development: Responsive UIs,  Logic, Deployment",Board Infinity," Server Side, Restful API, Docker (Software), Responsive Web Design, Containerization, HTML and CSS, Cloud Platforms, Web Design, Application Deployment, API Design, Cloud Applications, CI/CD, Back-End Web Development, Node.JS, Kubernetes, Databases, Database Management, User Interface (UI) Design, Web Content Accessibility Guidelines, Bootstrap (Front-End Framework)",0,0,Advanced ? Specialization ? 1 - 3 Months
118,Introduction to Generative AI for Software Development,DeepLearning.AI," Prompt Engineering, Large Language Modeling, ChatGPT, Generative AI, Code Review, Software Development, Program Development, Software Development Methodologies, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML)",0,0,Beginner ? Course ? 1 - 4 Weeks
119,Foundations of User Experience (UX) Design,Google," User Research, User Experience Design, Design Thinking, User Centered Design, Usability, Persona (User Experience), Usability Testing, Web Content Accessibility Guidelines, Wireframing, Prototyping, Sprint Retrospectives, Sprint Planning",0,0,Beginner ? Course ? 1 - 4 Weeks
120,Programming with JavaScript,Meta," Jest (JavaScript Testing Framework), Web Development Tools, Javascript, Unit Testing, Web Applications, Object Oriented Programming (OOP), Node.JS, JSON, Computer Programming, Data Structures, Debugging, Package and Software Management, Front-End Web Development, Functional Design",0,0,Beginner ? Course ? 1 - 3 Months
121,Gen AI for developers: Web development with Python & Copilot,Coursera Project Network," Unit Testing, Microsoft Copilot, Flask (Web Framework), Development Testing, Front-End Web Development, Web Applications, Web Development, Secure Coding, Microsoft Visual Studio, Python Programming, User Interface (UI), Application Programming Interface (API), Generative AI",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
122,Introducci?n al desarrollo web,Universidad de los Andes," HTML and CSS, Responsive Web Design, Hypertext Markup Language (HTML), Bootstrap (Front-End Framework), Web Design, Cascading Style Sheets (CSS), Web Development, Front-End Web Development, UI Components, Typography",0,0,Beginner ? Course ? 1 - 3 Months
123,IBM Data Analytics with Excel and R,IBM," Data Storytelling, Interactive Data Visualization, Data Visualization Software, Data Visualization, Shiny (R Package), Data Wrangling, Exploratory Data Analysis, Relational Databases, Big Data, Ggplot2, Database Design, Data Analysis, IBM Cognos Analytics, Data Presentation, Data Mining, Dashboard, Excel Formulas, Data Manipulation, Web Scraping, Microsoft Excel",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
124,Web Development in Flask: Build Your First Website,Coursera Project Network," Flask (Web Framework), User Accounts, Web Development, Web Applications, HTML and CSS, Authentications, Cascading Style Sheets (CSS), Database Development, Database Management",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
125,Foundations of Cybersecurity,Google," Cybersecurity, Security Controls, Cyber Attacks, Security Management, Cyber Security Strategy, Incident Response, Cyber Risk, Security Information and Event Management (SIEM), Information Assurance, Data Ethics, Network Analysis, Ethical Standards And Conduct",0,0,Beginner ? Course ? 1 - 4 Weeks
126,AI Foundations for Everyone,IBM," Prompt Engineering, ChatGPT, Generative AI, OpenAI, Workflow Management, Machine Learning, Application Deployment, Large Language Modeling, IBM Cloud, Artificial Intelligence, Program Development, Natural Language Processing, Deep Learning, Business Process Automation, Automation, Customer Service, Content Creation, Market Opportunities, Image Analysis, Data Science",0,0,Beginner ? Specialization ? 3 - 6 Months
127,Data Analysis and Visualization Foundations,IBM," Data Storytelling, Data Visualization, Big Data, Data Visualization Software, Data Analysis, Dashboard, IBM Cognos Analytics, Statistical Analysis, Data Mining, Apache Hadoop, Tree Maps, Excel Formulas, Data Wrangling, Apache Hive, Data Collection, Data Mart, Data Science, Microsoft Excel, Data Quality, Data Cleansing",0,0,Beginner ? Specialization ? 3 - 6 Months
128,Learning and Development,HRCI," Training and Development, Training Programs, Employee Training, Developing Training Materials, Adult Education, Drive Engagement, Employee Engagement, Compliance Training, Instructional Design, Management Training And Development, Workforce Development, On-The-Job Training, Needs Assessment, Program Evaluation, Professional Development, Learning Styles, Return On Investment",0,0,Beginner ? Course ? 1 - 4 Weeks
129,Developing Interpersonal Skills ,IBM," Active Listening, Interpersonal Communications, Conflict Management, Constructive Feedback, Social Skills, Trustworthiness, Relationship Building, Business Communication, Collaboration, Communication, Communication Strategies, Professional Development, Empathy, Assertiveness, Emotional Intelligence, Influencing, People Management",0,0,Beginner ? Course ? 1 - 4 Weeks
130,Introduction to Software Development,Amazon," Software Development Life Cycle, Object Oriented Programming (OOP), Java Programming, Java, Program Development, Software Development, Development Environment, Integrated Development Environments, Software Engineering, Programming Principles",0,0,Beginner ? Course ? 1 - 4 Weeks
131,Business Growth Strategy,University of Virginia," Growth Strategies, Mergers & Acquisitions, Business Strategy, New Business Development, Innovation, Organizational Strategy, Strategic Thinking, Market Dynamics, Competitive Analysis, Market Opportunities, Strategic Decision-Making, Business Valuation, Risk Management",0,0,Mixed ? Course ? 1 - 4 Weeks
132,"Product Ideation, Design, and Management","University of Maryland, College Park"," Stakeholder Management, Product Management, Product Development, New Product Development, Wireframing, Financial Statements, Product Design, User Experience Design, Team Leadership, Prototyping, Competitive Analysis, Commercialization, Product Lifecycle Management, Financial Modeling, Value Propositions, Proposal Writing, Innovation, Target Market, Market Opportunities, Ideation",0,0,Beginner ? Specialization ? 3 - 6 Months
133,Foundations of Digital Marketing and E-commerce,Google," Data Storytelling, Performance Measurement, Search Engine Marketing, Content Performance Analysis, Data-Driven Decision-Making, Search Engine Optimization, Branding, Web Analytics and SEO, Business Metrics, Marketing Strategy and Techniques, Digital Marketing, Customer Engagement, Customer experience strategy (CX), Digital Advertising, Marketing, E-Commerce, Email Marketing, Brand Awareness, Marketing Analytics, Target Audience",0,0,Beginner ? Course ? 1 - 4 Weeks
134,Introduction to Software Engineering,IBM," Software Development Life Cycle, Software Architecture, Software Design, Scrum (Software Development), Software Engineering, Software Design Patterns, Agile Methodology, Software Development, Programming Principles, Application Development, Cloud Development, Web Development, Back-End Web Development, Front-End Web Development, Computer Programming, Integrated Development Environments, Python Programming",0,0,Beginner ? Course ? 1 - 3 Months
135,Game Design and Development with Unity,Michigan State University," Unity Engine, Game Design, Video Game Development, Prototyping, 3D Modeling, Software Design Documents, Peer Review, Cross Platform Development, C# (Programming Language), User Interface (UI), Software Design, Animation and Game Design, Storytelling, Software Documentation, User Experience Design, Augmented and Virtual Reality (AR/VR), Microsoft Visual Studio, UI Components, Conceptual Design, Computer Graphics",0,0,Beginner ? Specialization ? 3 - 6 Months
136,IBM Product Manager,IBM," User Story, Usability Testing, New Product Development, Product Management, Product Lifecycle Management, Product Development, Innovation, Agile Software Development, Product Roadmaps, Agile Methodology, Kanban Principles, Backlogs, Product Planning, Sprint Retrospectives, Agile Project Management, Product Strategy, Product Testing, Project Management Life Cycle, Test Planning, Leadership",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
137,Microsoft Python Development,Microsoft," Web Scraping, Data Structures, Git (Version Control System), Generative AI, Version Control, Matplotlib, Plotly, DevOps, Agile Methodology, Web Development, Data Ethics, Flask (Web Framework), Data Visualization, Scripting, GitHub, Debugging, Data Cleansing, Data Analysis, Automation, Cloud Computing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
138,PHP Mastery: Build Web Apps,Board Infinity," Model View Controller, PHP (Scripting Language), Package and Software Management, Restful API, Object-Relational Mapping, Web Development, Software Testing, Web Applications, Development Testing, Application Frameworks, Web Development Tools, Debugging, Application Programming Interface (API), Application Security, Software Development Tools, Database Development, Database Management, Authentications, Server Side, Authorization (Computing)",0,0,Beginner ? Course ? 1 - 4 Weeks
139,Design Fundamentals with AI,Adobe," Typography, Logo Design, Digital Design, Creative Design, Visual Design, Branding, Graphic Design, User Interface and User Experience (UI/UX) Design, Color Theory, Content Creation, Creativity, Generative AI Agents",0,0,Beginner ? Course ? 1 - 4 Weeks
140,Web Development in Node.js: Build Your First Website,Coursera Project Network," Node.JS, Web Development, HTML and CSS, Front-End Web Development, Web Servers, Cascading Style Sheets (CSS), Web Applications, Server Side, Javascript, Middleware, Back-End Web Development",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
141,Smart Frontend Development using Libraries,Board Infinity," Angular, React.js, UI Components, Responsive Web Design, React Redux, Front-End Web Development, HTML and CSS, JavaScript Frameworks, Javascript and jQuery, User Interface (UI), Web Design and Development, Web Development Tools, Web Applications, Cascading Style Sheets (CSS), TypeScript",0,0,Intermediate ? Course ? 1 - 4 Weeks
142,Local Economic Development,Erasmus University Rotterdam," Economic Development, Community Development, Entrepreneurship, Project Design, Global Marketing, Socioeconomics, International Relations, Innovation, Business Economics, Policy Development, Governance",0,0,Beginner ? Course ? 1 - 3 Months
143,Introduction to Back-End Development,Meta," Bootstrap (Front-End Framework), Web Design and Development, HTML and CSS, User Interface (UI), Front-End Web Development, Responsive Web Design, JavaScript Frameworks, Hypertext Markup Language (HTML), Full-Stack Web Development, Cascading Style Sheets (CSS), General Networking, Back-End Web Development, React.js, Web Servers",0,0,Beginner ? Course ? 1 - 4 Weeks
144,"Professional development: Improve yourself, always",Macquarie University," Professional Development, Self-Awareness, Leadership Development, Personal Development, Lifelong Learning, Adaptability, Willingness To Learn, Self-Motivation, Emotional Intelligence, Change Management, Goal Setting",0,0,Mixed ? Course ? 1 - 3 Months
145,Organizational Analysis ,Stanford University," Organizational Structure, Decision Making, Organizational Leadership, Organizational Change, Organizational Effectiveness, Professional Networking, Business, Social Sciences, Culture, Sociology, Analysis, Resource Management, Learning Theory, Innovation, Negotiation",0,0,Beginner ? Course ? 1 - 3 Months
146,Meta Social Media Marketing,Meta," Paid media, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Marketing Budgets, Social Media Strategy, Social Media Campaigns, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Brand Management, Digital Marketing",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
147,"Brand Management: Aligning Business, Brand and Behaviour",University of London," Brand Management, Branding, Brand Marketing, Brand Strategy, Brand Awareness, Employee Engagement, Marketing Management, Global Marketing, Internal Communications, Customer experience strategy (CX), Human Resources, Organizational Change, Consumer Behaviour, Cross-Functional Collaboration",0,0,Beginner ? Course ? 1 - 3 Months
148,IBM Data Management,IBM," Dashboard, Data Storytelling, Data Warehousing, SQL, Data Governance, Data Visualization, Data Security, Data Migration, Database Design, Data Literacy, Descriptive Statistics, Extract, Transform, Load, Data Mining, Data Store, Data Management, MySQL, Databases, Data Architecture, Excel Formulas, Business Intelligence",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
149,Everyday Parenting: The ABCs of Child Rearing,Yale University," Behavior Management, Positive Behavior Support, Parent Communication, Mental Health, De-escalation Techniques, Family Therapy, Child Development",0,0,Beginner ? Course ? 1 - 4 Weeks
150,Scalable Deployment and DevOps for Web Development,Board Infinity," Docker (Software), Containerization, Cloud Platforms, Application Deployment, Cloud Applications, CI/CD, Kubernetes, Continuous Integration, Jenkins, Amazon Web Services, Cloud Computing, Continuous Deployment, Devops Tools, Full-Stack Web Development, Microservices, Scalability",0,0,Intermediate ? Course ? 1 - 4 Weeks
151,Introduction to Generative AI Learning Path,Google Cloud," Large Language Modeling, Generative AI, Prompt Engineering, Data Ethics, Google Cloud Platform, Business Ethics, Application Development, Artificial Intelligence, Accountability, Compliance Training, Ethical Standards And Conduct, Artificial Intelligence and Machine Learning (AI/ML), Governance, Organizational Effectiveness, Machine Learning Methods, Decision Making, Corporate Strategy",0,0,Intermediate ? Specialization ? 1 - 3 Months
152,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University," Lifelong Learning, Willingness To Learn, Learning Strategies, Growth Mindedness, Mentorship, Adaptability, Professional Development, Personal Development, Productivity, Open Mindset, Resilience, Stress Management, Overcoming Obstacles, Curiosity, Cognitive flexibility",0,0,Beginner ? Course ? 1 - 4 Weeks
153,Fundraising and Development,"University of California, Davis"," Fundraising, Grant Writing, Proposal Writing, Prospecting and Qualification, Philanthropy, Campaign Management, Tax Planning, Direct Marketing, Business Writing, Marketing Strategies, Relationship Building, Estate Planning, Benefits Administration, Administration, Target Audience, Email Marketing, Telemarketing, Stakeholder Management, Negotiation, Lead Generation",0,0,Beginner ? Specialization ? 3 - 6 Months
154,IBM Business Intelligence (BI) Analyst,IBM," Dashboard, Data Storytelling, Data Warehousing, SQL, Data Visualization, Database Design, MySQL, Presentations, Descriptive Statistics, Extract, Transform, Load, Business Intelligence, Data Visualization Software, IBM DB2, Tableau Software, Excel Formulas, Data Analysis, Data Cleansing, Data Wrangling, Data Mining, Data Collection",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
155,Data Science,Johns Hopkins University," Shiny (R Package), Rmarkdown, Exploratory Data Analysis, Regression Analysis, Leaflet (Software), Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Wrangling, Data Visualization, Machine Learning Algorithms, Plotly, Machine Learning, GitHub",0,0,Beginner ? Specialization ? 3 - 6 Months
156,Indigenous Canada,University of Alberta," Art History, Social Studies, Storytelling, Cultural Diversity, Social Justice, Intercultural Competence, Socioeconomics, World History, Political Sciences, Social Sciences, Community Development, Land Management, Governance",0,0,Mixed ? Course ? 1 - 3 Months
157,Programming Mobile Applications for Android Handheld Systems: Part 1,"University of Maryland, College Park"," Android Development, Mobile Development, Android Studio, Android (Operating System), Application Development, UI Components, Java, Development Environment, Authorization (Computing), Application Lifecycle Management, Debugging",0,0,Mixed ? Course ? 1 - 3 Months
158,Python Data Structures,University of Michigan," Data Structures, Python Programming, Programming Principles, Data Import/Export, Data Manipulation, Development Environment, File Management",0,0,Beginner ? Course ? 1 - 3 Months
159,Building Web Pages with HTML & CSS,University of Washington," GitHub, Cascading Style Sheets (CSS), Hypertext Markup Language (HTML), Version Control, Git (Version Control System), HTML and CSS, Web Design and Development, Web Development, Front-End Web Development, Web Content Accessibility Guidelines, Cloud Hosting, Debugging, Semantic Web, Web Analytics and SEO, Responsive Web Design",0,0,Beginner ? Course ? 1 - 4 Weeks
160,Business English Communication Skills,University of Washington," Oral Expression, Negotiation, Proposal Writing, Presentations, Sales Presentation, Persuasive Communication, Event Planning, Peer Review, Business Communication, Communication, Business Writing, Taking Meeting Minutes, Public Speaking, Business Planning, Microsoft PowerPoint, Meeting Facilitation, Verbal Communication Skills, Business Correspondence, Professional Networking, English Language",0,0,Intermediate ? Specialization ? 3 - 6 Months
161,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud," Cloud Applications, Google Cloud Platform, Cloud Infrastructure, Application Deployment, Prompt Engineering, Kubernetes, Containerization, CI/CD, Cloud Development, Microservices, Application Development, Serverless Computing, Identity and Access Management, Cloud Services, Docker (Software), Virtual Machines, Generative AI, Cloud Computing, Cloud Storage, Debugging",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
162,Management of International Development: Towards Agenda 2030,Universit? Bocconi," Human Capital, Governance, International Relations, Human Resources, Cultural Diversity, Economic Development, Organizational Strategy, Policy Development, Strategic Decision-Making, Stakeholder Management, Finance",0,0,Mixed ? Course ? 1 - 3 Months
163,Data Science: Foundations using R,Johns Hopkins University," Rmarkdown, Exploratory Data Analysis, Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Data Wrangling, Data Visualization, Plot (Graphics), Statistical Programming, Ggplot2, Git (Version Control System), Dimensionality Reduction, Data Visualization Software, Knitr, Data Sharing, GitHub, Machine Learning",0,0,Beginner ? Specialization ? 3 - 6 Months
164,Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud," Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Kubernetes, Cloud Infrastructure, Identity and Access Management, Data Loss Prevention, Load Balancing, System Monitoring, Prompt Engineering, Network Monitoring, Cloud Computing Architecture, Containerization, Network Architecture, Role-Based Access Control (RBAC), Network Security, OAuth, Network Routing, Cloud Security, Virtual Private Networks (VPN)",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
165,What is Data Science? ,IBM," Data Literacy, Data Mining, Big Data, Cloud Computing, Data Analysis, Data Science, Digital Transformation, Data-Driven Decision-Making, Deep Learning, Machine Learning, Artificial Intelligence",0,0,Beginner ? Course ? 1 - 4 Weeks
166,Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud," Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Cloud Infrastructure, Load Balancing, System Monitoring, Prompt Engineering, Kubernetes, Network Performance Management, Network Monitoring, Cloud Computing Architecture, Containerization, Network Architecture, Network Security, Cloud Storage, Cloud Services, Identity and Access Management, Network Routing, Virtual Private Networks (VPN), Network Troubleshooting",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
167,Security in Google Cloud,Google Cloud," Google Cloud Platform, Cloud Infrastructure, Identity and Access Management, Data Loss Prevention, Distributed Denial-Of-Service (DDoS) Attacks, Prompt Engineering, Kubernetes, Cloud Security, Containerization, OAuth, Cloud Storage, Cloud Services, Application Deployment, Virtual Machines, Security Controls, Cloud Computing, Application Development, Threat Management, Application Security, Data Security",0,0,Intermediate ? Specialization ? 3 - 6 Months
168,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI," Tensorflow, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Performance Tuning, Artificial Neural Networks, Machine Learning Algorithms, Analysis, Debugging",0,0,Intermediate ? Course ? 1 - 4 Weeks
169,Building Web Applications in PHP,University of Michigan," PHP (Scripting Language), Hypertext Markup Language (HTML), MySQL, Web Applications, Web Development, Secure Coding, Cascading Style Sheets (CSS), Development Environment, Back-End Web Development, Database Development, Web Servers, Debugging, Data Validation",0,0,Intermediate ? Course ? 1 - 3 Months
170,Mastering Responsive UI Design for Modern Web Development,Board Infinity," Responsive Web Design, HTML and CSS, Web Design, User Interface (UI) Design, Web Content Accessibility Guidelines, Bootstrap (Front-End Framework), Front-End Web Development, Usability, UI Components, Mobile Development, Web Development, Browser Compatibility, Performance Tuning, Typography, Web Development Tools",0,0,Intermediate ? Course ? 1 - 4 Weeks
171,The Age of Sustainable Development,Columbia University," Economic Development, Socioeconomics, Mitigation, Social Justice, Human Development, Environment, Environmental Policy, Health Policy, International Relations, Health Care, Public Health and Disease Prevention, Food Services, World History, Public Policies",0,0,Mixed ? Course ? 3 - 6 Months
172,Digital Marketing,University of Illinois Urbana-Champaign," Data Storytelling, Marketing Analytics, Keyword Research, Email Marketing, Marketing Planning, Content Marketing, Digital Marketing, Google Analytics, Digital Media Strategy, Analytics, Strategic Communication, Online Advertising, Marketing Communications, Digital Advertising, Marketing, Web Analytics, Media Strategy, Marketing Strategies, Data Analysis, Data Visualization",0,0,Beginner ? Specialization ? 3 - 6 Months
173,Generative AI for Mobile App Developers,IBM," Prompt Engineering, ChatGPT, Generative AI, Large Language Modeling, AI Personalization, Mobile Development, Data Ethics, OpenAI, Artificial Intelligence, Software Development Tools, Software Testing, Apple iOS, Test Automation, Software Development, Machine Learning Methods, DevSecOps, Application Development, Application Security, CI/CD, IBM Cloud",0,0,Advanced ? Specialization ? 1 - 3 Months
174,IBM Back-end JavaScript Developer,IBM," Istio, Node.JS, Containerization, Software Development Life Cycle, Software Architecture, Server Side, MongoDB, Application Deployment, Cloud-Native Computing, NoSQL, Kubernetes, Restful API, OpenShift, Git (Version Control System), Cloud Applications, Cascading Style Sheets (CSS), Ajax, Javascript, Azure DevOps, Software Development",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
175,Generative AI Fundamentals,IBM," Prompt Engineering, Generative AI, ChatGPT, OpenAI, Data Ethics, Large Language Modeling, Leadership and Management, Business Leadership, Strategic Leadership, Business Ethics, Legal Risk, IBM Cloud, Tensorflow, Artificial Intelligence, Program Development, Artificial Neural Networks, Business Development, Deep Learning, Content Creation, Business Transformation",0,0,Beginner ? Specialization ? 3 - 6 Months
176,IBM IT Scrum Master,IBM," User Story, Software Development Life Cycle, Software Architecture, Sprint Retrospectives, Agile Software Development, Kanban Principles, DevOps, Backlogs, Software Design, Scrum (Software Development), Information Technology, Agile Project Management, Software Engineering, Computer Hardware, Software Design Patterns, Agile Methodology, Sprint Planning, Leadership, Risk Management, Communication",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
177,AI Agent Developer,Vanderbilt University," Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Ideation, Verification And Validation, Data Validation, Data Presentation, Productivity, AI Personalization, Document Management, Agentic systems, Artificial Intelligence, Personalized Service, Large Language Modeling, OpenAI, Risk Management Framework, Expense Management, Microsoft Excel, Software Development",0,0,Beginner ? Specialization ? 3 - 6 Months
178,IBM IT Project Manager,IBM," User Story, Stakeholder Engagement, Software Development Life Cycle, Software Architecture, Project Management Life Cycle, Resource Management, Peer Review, Agile Software Development, Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Kanban Principles, Project Management, Information Technology, Risk Management, Sprint Retrospectives, Interviewing Skills, Leadership, Communication",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
179,Generative AI for Product Managers,IBM," Prompt Engineering, ChatGPT, Generative AI, Commercialization, Product Management, Product Lifecycle Management, Stakeholder Communications, OpenAI, Technical Product Management, Artificial Intelligence, Customer experience improvement, Team Building, Return On Investment, Product Development, New Product Development, Product Strategy, Product Improvement, Large Language Modeling, Creativity, IBM Cloud",0,0,Intermediate ? Specialization ? 1 - 3 Months
180,Generative AI for Java and Spring Developers,IBM," Prompt Engineering, ChatGPT, Generative AI, Large Language Modeling, Restful API, Data Ethics, OpenAI, Application Deployment, Artificial Intelligence, Software Development Tools, Software Testing, Test Automation, Software Development, DevSecOps, Application Security, CI/CD, Application Programming Interface (API), Natural Language Processing, Java Programming, IBM Cloud",0,0,Intermediate ? Specialization ? 1 - 3 Months
181,Generative AI for Java and Spring Developers,IBM," Prompt Engineering, ChatGPT, Generative AI, Large Language Modeling, Restful API, Data Ethics, OpenAI, Application Deployment, Artificial Intelligence, Software Development Tools, Software Testing, Test Automation, Software Development, DevSecOps, Application Security, CI/CD, Application Programming Interface (API), Natural Language Processing, Java Programming, IBM Cloud",0,0,Intermediate ? Specialization ? 1 - 3 Months
182,Leading the Modern Day Business,University of Virginia," Design Thinking, Digital Transformation, Creative Problem-Solving, New Product Development, Ideation, Business Transformation, Product Management, Innovation, Creativity, Product Lifecycle Management, Strategic Thinking, Product Improvement, Market Opportunities, Human Centered Design, Technology Strategies, Information Technology, Business Strategy, Leadership and Management, Marketing, Storytelling",0,0,Beginner ? Specialization ? 3 - 6 Months
183,Game Design and Development 1: 2D Shooter,Michigan State University," Game Design, Unity Engine, Video Game Development, Peer Review, Cross Platform Development, User Interface (UI), Software Design, C# (Programming Language), UI Components, Object Oriented Programming (OOP), Animations, Scripting, Creativity",0,0,Beginner ? Course ? 1 - 4 Weeks
184,Build a mobile app with Google Sheets on Glide and no coding,Coursera Project Network," Mobile Development, Google Sheets, Application Development, Cloud Applications, Application Deployment, Data Structures, User Accounts, Personalized Service, User Interface (UI) Design, Web Development, Marketing",0,0,Beginner ? Guided Project ? Less Than 2 Hours
185,Generative AI for Data Analysts,IBM," Prompt Engineering, Generative AI, ChatGPT, Data Storytelling, OpenAI, Analytics, Data Analysis, Artificial Intelligence and Machine Learning (AI/ML), Dashboard, Large Language Modeling, Data Ethics, Artificial Intelligence, Program Development, Data Visualization Software, SQL, Python Programming, Query Languages, Content Creation, IBM Cloud, Image Analysis",0,0,Intermediate ? Specialization ? 1 - 3 Months
186,Fundraising and Development Foundations,"University of California, Davis"," Fundraising, Grant Writing, Prospecting and Qualification, Philanthropy, Proposal Writing, Campaign Management, Business Writing, Ethical Standards And Conduct, Relationship Management, Communication Strategies",0,0,Beginner ? Course ? 1 - 4 Weeks
187,Google AI Essentials,Google," Prompt Engineering, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Large Language Modeling, Process Optimization, Productivity Software, Workforce Development, Digital Transformation, Innovation, Technical Writing, Emerging Technologies, Operational Efficiency, Business Solutions, Machine Learning Software, Data Security, Critical Thinking, Analysis, Data Analysis, Data Quality",0,0,Beginner ? Specialization ? 1 - 3 Months
188,Generative AI for Human Resources (HR) Professionals,IBM," Prompt Engineering, ChatGPT, Generative AI, HR Tech, Human Resources Software, Human Resources Management and Planning, OpenAI, Human Resources, Workforce Planning, Human Resource Strategy, Data Ethics, Large Language Modeling, Artificial Intelligence, Program Development, Employee Engagement, Content Creation, Recruitment, IBM Cloud, Image Analysis, Performance Appraisal",0,0,Intermediate ? Specialization ? 1 - 3 Months
189,Generative AI for Business Intelligence (BI) Analysts,IBM," Prompt Engineering, ChatGPT, Generative AI, Interactive Data Visualization, Business Intelligence, Data Presentation, Infographics, Data Visualization, OpenAI, Dashboard, Data Storytelling, Large Language Modeling, Artificial Intelligence, Program Development, SQL, Data Analysis, Content Creation, Business Ethics, IBM Cloud, Image Analysis",0,0,Intermediate ? Specialization ? 1 - 3 Months
190,Generative AI for Project Managers,IBM," Prompt Engineering, ChatGPT, Generative AI, OpenAI, Project Management, Workflow Management, Project Management Life Cycle, Large Language Modeling, Team Building, Project Planning, Microsoft Copilot, Artificial Intelligence, Program Development, Project Documentation, Risk Management, Business Ethics, Content Creation, IBM Cloud, Image Analysis, Machine Learning",0,0,Intermediate ? Specialization ? 1 - 3 Months
191,Generative AI for Customer Support,IBM," Prompt Engineering, ChatGPT, Generative AI, Standard Operating Procedure, Customer Support, OpenAI, Customer Service, Personalized Service, Large Language Modeling, Artificial Intelligence, Program Development, Customer experience improvement, Customer Insights, Workflow Management, Automation, Content Creation, IBM Cloud, Image Analysis, Virtual Environment, Business Ethics",0,0,Intermediate ? Specialization ? 1 - 3 Months
192,Generative AI for Program Managers,IBM," Prompt Engineering, ChatGPT, Generative AI, Program Management, Generative AI Agents, Risk Management, OpenAI, Project Management Institute (PMI) Methodology, Strategic Decision-Making, Business Risk Management, Project Management Life Cycle, Stakeholder Management, Project Management, Organizational Strategy, Large Language Modeling, Business Ethics, Stakeholder Communications, Artificial Intelligence, Program Development, IBM Cloud",0,0,Intermediate ? Specialization ? 1 - 3 Months
193,Project Management & Other Tools for Career Development,IBM," Prompt Engineering, ChatGPT, Generative AI, OpenAI, Project Management, Workflow Management, Project Management Life Cycle, Large Language Modeling, Team Building, Project Planning, Microsoft Copilot, Artificial Intelligence, Program Development, Project Documentation, Risk Management, Business Ethics, Content Creation, IBM Cloud, Image Analysis, Machine Learning",0,0,Intermediate ? Specialization ? 1 - 3 Months
194,Generative AI for Data Engineers,IBM," Prompt Engineering, ChatGPT, Generative AI, Program Management, Generative AI Agents, Risk Management, OpenAI, Project Management Institute (PMI) Methodology, Strategic Decision-Making, Business Risk Management, Project Management Life Cycle, Stakeholder Management, Project Management, Organizational Strategy, Large Language Modeling, Business Ethics, Stakeholder Communications, Artificial Intelligence, Program Development, IBM Cloud",0,0,Intermediate ? Specialization ? 1 - 3 Months
